event_id,facility_id,spatial_group,dist_to_facility,facility_category_encoded,peak_frp_mw,mean_frp_mw,frp_variance,max_brightness_k,duration_hours,day_night_ratio,historical_active_days_90d,historical_peak_frp,pct_cropland,pct_forest,pct_urban,is_industrial_zone,label,tier,label_source,label_confidence
TA-INDFIRE-037,FAC-MAH-CHANDRAPUR-01,GRP_MAH_02,1275.9581679247758,2,140.55795586750452,291.597618648285,1967.7473206881164,425.2872639449576,12.307547528148461,0.4680574071093702,9,47.57279151155453,0.001953195673772712,0.07045253382062588,0.84392258670252,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-038,FAC-KAR-BELLARY-01,GRP_KAR_01,25.524509197427633,4,389.27136431112837,500.85245066092847,3009.0506344065006,503.2473990781654,21.855957718341983,0.5990062675912202,8,40.99406769235705,0.08978113473991953,0.03905835820402004,0.7682338279408141,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-039,FAC-KAR-BELLARY-01,GRP_KAR_01,66.80930360488671,4,375.7520552991008,455.88084044215157,1504.4608416110843,388.9314860245088,24.032556715453957,0.35105111891246427,9,29.035563328962695,0.09069288625867683,0.04735142205023287,0.8657499392090403,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-040,FAC-GUJ-DAHEJ-01,GRP_GUJ_03,1162.3081216966643,1,202.3800564544381,324.32755865116457,318.4535221869023,419.9700603072802,12.524712789516668,0.4307383219525234,6,17.521547703746272,0.09512041198605618,0.0337251861406991,0.9087277287280302,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-041,FAC-KAR-BELLARY-01,GRP_KAR_01,49.59916738426908,4,551.5974764529917,649.9442362480715,1322.3671514626162,459.27089352123187,38.15548723249027,0.5607018620975557,0,47.7325279722195,0.019936068236253292,0.0016304013856265876,0.7380955864461975,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-042,FAC-MAH-CHANDRAPUR-01,GRP_MAH_02,860.3064937888386,2,183.94687088455018,618.3929984410744,1707.8638445079894,402.15533600151707,19.600282844532362,0.5423570770241245,1,40.00063487789447,0.016376581016719915,0.02488311356788799,0.8446711831273108,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-043,FAC-JHK-BOKARO-01,GRP_JHK_02,1042.7971602161592,4,870.4426206560396,272.06071045231766,3303.9265051133875,393.7578176782987,29.64440375624335,0.6322286535121273,3,9.585558745068944,0.07724808849512241,0.06802345912710371,0.8501029037042109,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-044,FAC-MAH-TROMBAY-01,GRP_MAH_01,1436.2655816313784,1,574.5316603927283,69.84682377471235,1934.696571790176,460.9205943996666,6.103053143383823,0.559017301622722,0,43.230903214980984,0.08223309180900581,0.008443109651519887,0.9401968918036446,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-045,FAC-TN-TUTICORIN-01,GRP_TN_02,1277.5459290153474,2,461.69638043164065,488.9461589281021,3384.3369996475603,404.1619474761731,39.36896484630402,0.5152691625793022,7,25.919319723552853,0.08257345984207556,0.04739796952509614,0.7805761457452796,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-046,FAC-ODI-ROURKELA-01,GRP_ODI_03,1497.8548687197272,4,159.96340681815835,578.3868663216771,966.9425212897025,432.3827276574686,30.464926690373428,0.45159572165130557,0,27.24379266271649,0.03250141678887595,0.03900399459130755,0.7887062415440238,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-047,FAC-JHK-JAMSHEDPUR-01,GRP_JHK_01,622.5048350482463,4,846.4767824908649,469.21616895098197,1075.4997287832193,366.4719115936082,45.662815999966405,0.33424518478320847,6,26.98600310819543,0.07581646534824665,0.055248747155721846,0.861475724935238,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-048,FAC-KAR-BELLARY-01,GRP_KAR_01,814.9915710120288,4,99.91541933634237,223.01252669890087,1504.7437810710592,400.2792487621298,32.87820097185672,0.44760818026441473,8,28.891486901559553,0.04255038127052148,0.05967483493708877,0.7826978242989825,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-049,FAC-TN-TUTICORIN-01,GRP_TN_02,498.58582215251045,2,302.4641799138144,117.99681027514502,795.1573830625832,382.33543748198264,27.113878442268742,0.6048758437936412,2,13.619343785474513,0.07386046535089506,0.02211997015749514,0.8473967264901977,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-050,FAC-PUN-BATHINDA-01,GRP_PUN_01,1080.2714718144587,1,933.1416953500739,548.7401598128761,1142.4256519382338,417.32775502666107,16.6020414951196,0.5832073942844125,2,17.34400970524703,0.0974294931102738,0.04426871734388867,0.8743543482275485,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-051,FAC-MAH-CHANDRAPUR-01,GRP_MAH_02,1153.5973343640806,2,736.1652320594345,107.0655263065952,191.0891013079517,406.22920243488664,24.54213938728791,0.43628237302411693,0,16.361527572183768,0.08617229646275132,0.009126971257993964,0.716335858778483,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-052,FAC-KAR-BELLARY-01,GRP_KAR_01,147.23667390631704,4,629.4705365134786,77.43348994698255,649.8119079867448,446.6117415772618,16.672598032900247,0.6975672490840881,1,30.11328655779328,0.04161740214103285,0.04769014763280202,0.8546045881243183,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-053,FAC-PUN-BATHINDA-01,GRP_PUN_01,693.9747766715906,1,870.8562866445903,224.89864517301936,2121.559214715695,427.18032624036175,28.588326178090494,0.3240921217490163,1,47.64155901464201,0.020778790582355135,0.01688201562443144,0.8651070342980092,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-054,FAC-ODI-PARADEEP-01,GRP_ODI_01,443.15934214932594,1,562.4732924247617,139.70223234309856,1518.5338684110893,464.9588146887915,24.146061555345863,0.3130559421523697,4,36.8130123445565,0.07029875580937171,0.03632250611256346,0.8718462300178107,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-055,FAC-JHK-JAMSHEDPUR-01,GRP_JHK_01,1421.2730275644155,4,625.6751761970519,445.01574092628755,3277.7893357924695,426.6451500851107,27.50530704197604,0.5590538893609922,4,42.198402184252686,0.007140983685581415,0.013273823137657974,0.7769029531535581,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-056,FAC-JHK-BOKARO-01,GRP_JHK_02,798.8889058826213,4,490.42374428888,228.9751702795839,1498.4035391953987,404.47569800591816,27.29917031691063,0.4751035454286392,9,6.793735288262587,0.04320286641607726,0.025785726668663998,0.762591975603001,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-057,FAC-GUJ-DAHEJ-01,GRP_GUJ_03,423.63008206346115,1,668.268087603928,565.6127080544491,2116.8618212277743,368.00809115125236,37.414217101429934,0.6285684981033535,9,6.810425291507728,0.07562688304125571,0.03764006586013068,0.8628773723584215,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-058,FAC-JHK-JAMSHEDPUR-01,GRP_JHK_01,338.9581277932798,4,591.310125865344,429.04475526972254,1797.2814373398949,378.23014891260493,18.65824753325927,0.4333233574660368,10,9.706994806215084,0.016082485265883552,0.032931607183023494,0.8238672552410844,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-059,FAC-TEL-RAMAGUNDAM-01,GRP_TEL_01,1467.215372007281,2,560.8335667605922,320.1696747040463,1203.6324765200625,411.87469901001924,46.65831270638597,0.46167002280029823,8,42.12172414709154,0.00011510674481122197,0.06954939874565219,0.815494086245536,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-060,FAC-GUJ-HAZIRA-01,GRP_GUJ_02,349.83483638923093,1,397.93914566619907,502.6481082036221,2245.11928618578,475.19862772884744,12.160120725762324,0.5196878556341327,4,24.715224278257022,0.06982500291221723,0.009714086669009588,0.9432867039554236,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-061,FAC-ODI-ROURKELA-01,GRP_ODI_03,1281.9623428039627,4,353.79886971023484,53.273051001966714,1516.7688024211734,397.58159562108875,40.8632556727666,0.34538444716169797,1,34.14693599526914,0.015397112442832806,0.07461224479472836,0.7729653900654465,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-062,FAC-JHK-JAMSHEDPUR-01,GRP_JHK_01,756.6502621396052,4,502.3621340685457,330.6929680515617,1680.2346836532504,385.9730854304133,11.577466692656774,0.53975103946996,2,43.88121204928647,0.0276247402822041,0.06320049456024908,0.8037356058878362,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-063,FAC-PUN-BATHINDA-01,GRP_PUN_01,491.90320357442505,1,87.21894934516929,484.2608444811872,2955.5443407315115,449.0888906630936,32.69733388747137,0.646104237880097,7,29.236125996674318,0.034512394169300756,0.04415339336566488,0.8358575157396682,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-064,FAC-TN-TUTICORIN-01,GRP_TN_02,1680.1412764517409,2,837.2054559974692,638.3686519562195,949.9985729569353,420.5307730947923,41.52058391943202,0.46431003821983124,5,38.511731820433816,0.07052278810250026,0.06491271220519015,0.7965196881227455,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-065,FAC-MAH-CHANDRAPUR-01,GRP_MAH_02,899.161639565316,2,117.0219638139234,348.8861458304444,2127.1044381870497,491.1065454375212,42.338566832443874,0.47612248390827083,8,45.96987549634102,0.0015347597915260636,0.011532433277355798,0.9177332428373048,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-066,FAC-MAH-CHANDRAPUR-01,GRP_MAH_02,148.56842311502024,2,761.0193769511665,205.3387816237624,2237.9189917486933,422.63508196343713,6.614189426075205,0.43142623559338245,10,43.670398287572,0.03800093975226551,0.025332892314671975,0.8796793563057457,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-067,FAC-KAR-BELLARY-01,GRP_KAR_01,1572.2036860563874,4,116.05272135959889,86.39455204483863,2264.389406463046,498.534719323143,47.88416653302969,0.5987065466951708,6,49.02519776992455,0.07603696929942655,0.05631126634632303,0.7251268100807043,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-068,FAC-ODI-PARADEEP-01,GRP_ODI_01,1253.7920755859236,1,866.4618136736703,72.82453604971371,2817.0806082934096,407.53832751495526,19.86784903988917,0.35822791827975936,8,23.542328703900893,0.06818003713527282,0.014404550892104889,0.7437673387657261,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-069,FAC-TEL-RAMAGUNDAM-01,GRP_TEL_01,1121.1830078392863,2,293.3177699557108,597.2615546942507,629.4443624305073,431.86673743647464,14.428980273609403,0.4021306832636616,0,45.45088392651444,0.04652532555253015,0.023010533259875104,0.836649534400507,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-070,FAC-GUJ-DAHEJ-01,GRP_GUJ_03,803.4876637328088,1,383.91426514326565,400.48088160148495,2290.4446529060406,426.52479607683017,14.254420098346555,0.6381215700570394,3,49.97181044750806,0.08533354586601859,0.008532261393788874,0.7953410744144072,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-071,FAC-CHH-BHILAI-01,GRP_CHH_02,1041.0392953688815,4,943.6786177372663,223.61460609937797,3426.11402333249,460.4433233096587,15.351617108020248,0.5263716067822796,10,40.02402270965351,0.09736028168279248,0.07284935629749685,0.8862930385334925,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-072,FAC-JHK-BOKARO-01,GRP_JHK_02,1399.6976485920347,4,284.05240818941013,530.168834314899,883.6652054091533,392.5691384451778,14.278206001962722,0.6022309294966708,10,35.638479238191024,0.013677923849409891,0.007773114385249436,0.8568645269541826,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-073,FAC-GUJ-HAZIRA-01,GRP_GUJ_02,566.4451978554554,1,466.312059490832,395.64215224788364,2603.4052225964483,378.06933948320176,16.279970323311986,0.5989923459753486,2,14.03576575925343,0.07865128110305053,0.07011684773653125,0.7914643826537809,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-074,FAC-PUN-BATHINDA-01,GRP_PUN_01,1645.574249449829,1,803.3588159257987,200.4669011607737,2912.7108720170645,434.8679353316925,39.2919822207195,0.598623740286818,5,41.190464237202974,0.046833138885269535,0.006023948872540599,0.8885378732653338,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-075,FAC-ODI-ROURKELA-01,GRP_ODI_03,1550.350965464397,4,711.4474559453232,637.8650568830516,3390.3536534551085,481.66520838298146,19.459877223250487,0.6162727874355749,0,16.90063602585907,0.012358873676349236,0.029486852689283118,0.8872529008841902,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-076,FAC-JHK-JAMSHEDPUR-01,GRP_JHK_01,1058.4397635991163,4,796.3909655611598,613.8765945266302,512.9594423674228,398.90417582067954,4.126109234091705,0.6536939380859408,8,19.760282681781916,0.061008219585841295,0.05181219045115532,0.8588509805944847,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-077,FAC-TN-TUTICORIN-01,GRP_TN_02,1638.2569345937873,2,346.39450096780143,292.0189927562247,618.2529918991906,502.20792226788217,16.696406296020236,0.49704984759128235,1,15.566001459409808,0.05375466058825258,0.0310916664920114,0.7927528788717206,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-078,FAC-HAR-PANIPAT-01,GRP_HAR_01,763.1412548452803,1,727.0626977719982,138.4863559579502,1539.8631669133033,379.35813703302665,25.020616700532653,0.4632463542790802,4,6.47223290847711,0.03705299587344354,0.035470646884856134,0.9376387924628566,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-079,FAC-CHH-BHILAI-01,GRP_CHH_02,192.34800492194262,4,678.1134296413119,374.4018461966977,3425.7724736643568,417.0077069757861,20.91628392349679,0.3759234248644318,1,47.705485471796194,0.08241910819315715,0.007333873905401669,0.7530264538558282,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-080,FAC-GUJ-JAMNAGAR-01,GRP_GUJ_01,105.2826415332283,1,373.4854203141263,643.2366468845602,2786.376634920658,394.7548083957171,40.34180267477097,0.5216831153844516,9,14.717810836340364,0.08696954267695448,0.026284764274578435,0.7368885449853608,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-081,FAC-GUJ-JAMNAGAR-01,GRP_GUJ_01,509.9356000665941,1,936.1843340482942,642.4540191415342,1959.7217804915572,480.7845044158554,7.9466856550246,0.6465791554027204,2,5.668714725381898,0.0789984664234754,0.019034528487237044,0.7809428654905055,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-082,FAC-ODI-PARADEEP-01,GRP_ODI_01,488.68100236007746,1,194.64614031155494,299.68113693059786,530.7251777349311,374.21591553133476,23.172384642144788,0.4448155895270048,9,9.907430450173049,0.05038386897858214,0.0756332514376085,0.7108412592247929,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-083,FAC-PUN-BATHINDA-01,GRP_PUN_01,553.4101373151384,1,641.4896918377477,63.846136903758065,3495.265629549245,487.8582887592502,22.182312867599627,0.34318473187169085,7,8.307082209490272,0.008079047741079193,0.0486637938906752,0.7164205583300285,1,IND_FIRE,TIER_A,weak_rule,0.88
