event_id,facility_id,dist_to_facility,facility_category_encoded,peak_frp_mw,mean_frp_mw,frp_variance,max_brightness_k,duration_hours,day_night_ratio,historical_active_days_90d,historical_peak_frp,pct_cropland,pct_forest,pct_urban,is_industrial_zone,label,label_quality
SYN-INDFIRE-014,FAC-IND-018,323.6428105381441,6,688.2394637354183,120.38958041133777,1778.6181921264172,381.8174314390478,38.654934581761545,0.6360148763776723,2,5.954170604018822,0.05,0.05,0.8171560664311049,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-015,FAC-IND-013,337.6272021546322,10,251.7864820312032,518.3554267209938,1010.2117778892184,454.4996135489055,20.266348814349453,0.6063848038413172,3,12.665369288473368,0.05,0.05,0.8270732394115972,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-016,FAC-IND-024,250.24186978407946,1,185.6375627055986,114.94031599938452,3406.9407976941607,393.2595086783224,30.30005700100268,0.5518968598678368,0,22.585119201833567,0.05,0.05,0.7765001197920289,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-017,FAC-IND-004,114.01201540047923,8,288.8784565094543,691.296304486182,2764.3790018567834,386.40027710187616,29.820264532920497,0.48874449992060787,0,30.458578050425572,0.05,0.05,0.9160600721715471,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-018,FAC-IND-005,261.48350207760546,1,1115.6888655971452,547.1982935250733,3319.8456796780565,363.4473650324731,19.765155556187814,0.5052120066184593,2,25.626658175253,0.05,0.05,0.8628749031920571,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-019,FAC-IND-012,415.191653852863,8,560.4500008732298,314.9495682039205,2420.54014414603,419.3878766455212,66.4099176388097,0.651978829658908,1,6.489011257797824,0.05,0.05,0.9446752916240452,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-020,FAC-IND-004,136.8762769448556,5,715.7572430439086,100.70951638185228,4642.652110947163,368.5667857999714,31.417436146708617,0.32775986864194556,3,18.410539636006526,0.05,0.05,0.8214875246535043,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-021,FAC-IND-003,388.30094682980734,2,941.4818320879896,478.90146768979037,1636.034466526445,367.06551263769927,22.3425535925353,0.45337542820316973,0,27.60286949569695,0.05,0.05,0.8133308262467233,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-022,FAC-IND-002,251.40989581791678,1,488.81251650156935,150.16307267545295,3071.2063711609626,407.96947685369116,44.771968905697754,0.6814033358130616,4,28.91682921078372,0.05,0.05,0.7361272105246509,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-023,FAC-IND-006,201.56208779921548,3,861.197323372532,467.3319582896718,1235.164677100543,506.0057915738663,37.91776869884019,0.45744331110904307,4,15.469825614473777,0.05,0.05,0.6449650886532614,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-024,FAC-IND-021,376.34208547123586,1,626.8465383142648,492.1889822321785,1302.3841718466776,456.0176890649534,55.86289790573119,0.6934731362025932,1,16.304008082563865,0.05,0.05,0.761948623290565,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-025,FAC-IND-020,118.87451871720988,7,911.7145066896503,111.78338858746577,2112.19060553033,468.8869410774396,33.79546113103864,0.5148880757124042,2,29.521109279342294,0.05,0.05,0.6946488980418754,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-026,FAC-IND-010,379.9184565358532,6,944.3200594306978,274.4057902067502,3701.5890711505863,393.28226100640023,6.430261061256993,0.34138745704841017,1,38.70901042746708,0.05,0.05,0.8436136986082855,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-027,FAC-IND-003,172.38404456136692,2,819.7496107617617,449.3861694064461,4270.257090565405,471.0794720743021,24.96500626503859,0.3450101609630467,4,11.85561193723027,0.05,0.05,0.6460280601617803,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-028,FAC-IND-006,85.43806318943405,5,1083.9489004391298,721.1427723111906,2073.4312080678037,486.810383996454,20.132556398173225,0.4011068620387056,1,13.987155898289485,0.05,0.05,0.611579619893853,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-029,FAC-IND-008,80.25862165435386,4,1029.4721518692982,781.9945868329854,2690.943736738249,444.68249491853976,38.466388054511256,0.4385437084992079,4,16.1473545355708,0.05,0.05,0.7236643158158648,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-030,FAC-IND-012,163.6697019193074,8,443.4430567141948,696.7862838856323,4300.495348670334,391.806858401779,52.78464526518456,0.42295197474405566,1,23.717299831893683,0.05,0.05,0.6608577102402963,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-031,FAC-IND-017,432.71068815334945,10,1043.3247795724728,69.33870847257646,3343.8460126000373,459.09490820451464,10.012083445974792,0.5419288311065544,2,20.54030313827501,0.05,0.05,0.7843630098471361,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-032,FAC-IND-009,144.72425918635446,1,105.21337698324263,414.1245197488517,2349.0848819707353,430.3209430581899,53.27555027447846,0.40029496202911047,0,22.875847465969088,0.05,0.05,0.6265338133403389,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-033,FAC-IND-008,142.28218985303937,6,434.57453704192557,130.9401982236247,4695.059232471014,439.85847989261174,43.26014678918049,0.6478958498404864,4,36.350124081695746,0.05,0.05,0.7423345708514377,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-034,FAC-IND-014,157.52269988522835,10,832.684008720635,773.2073293411619,1884.9003519408086,366.0141637454918,43.52448095571604,0.4092467993715302,4,16.696687813464774,0.05,0.05,0.9227557667361395,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-035,FAC-IND-022,66.59196277346531,7,1009.7577571899984,612.6570733034043,4920.3455574437085,405.20979740356626,27.88299992137173,0.6724100237762368,0,27.58477413343146,0.05,0.05,0.7285255185667915,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-036,FAC-IND-016,310.2994658507009,10,302.70910953633575,442.1748460692533,2000.4855097148807,480.3196628490509,60.27051519647368,0.4900014825437394,3,28.200479108556006,0.05,0.05,0.8265606841817082,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-037,FAC-IND-013,37.089190482371734,1,555.961205160567,215.50114417145684,3278.6574681263173,409.1357689519142,14.359869147543838,0.4486367164332152,3,27.519233726211777,0.05,0.05,0.6428791463163313,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-038,FAC-IND-023,21.11699888706542,9,825.8418610836397,782.9837449677193,2788.196104746611,427.24818926988945,39.98739907653335,0.3866442244662186,0,9.51353668950098,0.05,0.05,0.8709839771143331,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-039,FAC-IND-017,499.4688136278892,7,590.5850451625897,631.5126704095666,2757.320069694542,441.11224817001624,40.39174893799401,0.42714548196749724,4,23.18390873249335,0.05,0.05,0.9049084099983868,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-040,FAC-IND-004,397.4584516086682,10,825.3745133096475,162.3492195693421,2077.6474727419036,477.58820724766304,11.291948072135707,0.33461771894942727,2,19.041582334037237,0.05,0.05,0.803751305404964,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-041,FAC-IND-007,307.4465145517071,3,553.4038534201256,697.7905640314317,2866.5939905578257,436.9733838154558,41.228153436802714,0.507689118953741,3,30.815813549990974,0.05,0.05,0.6903425379000814,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-042,FAC-IND-008,109.64422278142392,5,1156.7499430965106,705.5334708779474,1116.8918787775247,362.5249581142231,37.40610323305226,0.30867768361667364,4,21.846771273984377,0.05,0.05,0.6875324982808038,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-043,FAC-IND-002,269.25327339308376,8,645.0194467731368,344.2574108646084,1425.1822612766575,411.01684149389723,64.54240286402816,0.37100674768180536,2,23.197220193281154,0.05,0.05,0.8017240501535268,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-044,FAC-IND-023,318.4895757738496,2,1084.1953190143954,93.07023056047069,3741.727978608625,450.1488377404322,35.29110966460379,0.4961300718639335,3,14.076346669987277,0.05,0.05,0.7709031761446996,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-045,FAC-IND-020,481.94101854158856,6,342.2042779247102,205.93783921233413,1832.8801815784273,443.77160320165075,15.620008209204425,0.5883402740287285,4,18.712066728091674,0.05,0.05,0.6422472953740398,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-046,FAC-IND-004,441.663829949578,1,453.3087121690717,289.23118824627363,376.51877800443873,376.6283333125884,36.81322877146384,0.5285377028785275,1,23.934959739540528,0.05,0.05,0.6354788839235548,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-047,FAC-IND-016,158.33934972488183,2,456.79777762399306,736.1000466410233,4546.742668801615,448.5081610374952,15.365957865051577,0.4419102083574438,4,37.216559972735446,0.05,0.05,0.8442469329235667,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-048,FAC-IND-020,480.02428280753895,5,609.7769154327518,423.17456538465865,2353.909447989048,452.5572509495141,70.05933665141538,0.6351606469349096,2,22.90649751210018,0.05,0.05,0.9062002414118995,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-049,FAC-IND-004,374.4674621096913,6,1124.2084093541434,335.61591008832016,4553.397675057077,494.0423384150438,23.130667783719982,0.5598431739436167,0,21.6403171995796,0.05,0.05,0.63663940958229,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-050,FAC-IND-010,230.59164078087974,8,1184.645306677596,238.30655232073966,1457.5048185531837,360.9218234298341,67.23141139247345,0.36559598243572555,0,37.840368069152,0.05,0.05,0.9059444138628197,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-051,FAC-IND-010,379.28837449987157,7,699.9416589656944,683.2868937724094,3302.924462820544,374.0940237198729,69.24717666953059,0.5728043330133716,1,15.464352326626022,0.05,0.05,0.7268447502869962,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-052,FAC-IND-022,95.86725169594713,2,1047.9137130136664,92.49454143432959,586.5486810919647,515.9777399495522,50.694633757493264,0.3602824656147734,2,33.33162855405536,0.05,0.05,0.8134210844089051,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-053,FAC-IND-001,317.05419620790906,3,488.7794695352532,543.3636506575685,4450.591521181336,519.1447508984443,16.07469407444603,0.6389959084133914,0,29.583600789588477,0.05,0.05,0.743666843868531,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-054,FAC-IND-014,478.3347355364264,7,755.8092375158326,326.8634404799502,475.75449686090326,401.56552566802276,51.91016718560812,0.6648061965961397,1,8.081450280451392,0.05,0.05,0.9388689867046478,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-055,FAC-IND-023,210.71489624270643,7,865.3054970446998,225.5656967903515,2071.653218253966,509.0764799623149,21.630998922685205,0.3334127855169444,3,8.108907852792884,0.05,0.05,0.7585728590823804,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-056,FAC-IND-014,27.142639483147573,4,1089.0845735279179,505.5057908379966,4358.960141318143,466.0520783505246,70.04633899561345,0.5889380734362395,4,22.43912479368708,0.05,0.05,0.8414961433518038,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-057,FAC-IND-014,450.2887841607463,7,1162.0376896055952,741.078175833813,3947.464167138466,511.2988551975693,61.67347908911371,0.4197046532606181,1,12.447176459455783,0.05,0.05,0.8785655219719781,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-058,FAC-IND-015,50.25129608804217,5,1096.8754948554101,616.2366100914634,2207.8165713529424,452.500121708689,46.81950950501144,0.32054374738887237,0,31.86300004447731,0.05,0.05,0.8582949350953757,1,IND_FIRE,SYNTHETIC
SYN-INDFIRE-059,FAC-IND-018,208.7512250207537,6,684.0966449400465,714.2238585303857,3816.2623303327773,500.990606577608,26.52623457827896,0.45343712515320395,3,24.555668388336418,0.05,0.05,0.8194558370362424,1,IND_FIRE,SYNTHETIC
SYN-INDFLARE-000,FAC-IND-001,278.7144483806561,4,122.10741334548307,64.36920143393004,46.746300817552324,360.23469421886307,1081.2476169220693,0.51636977515061,55,126.1961420764019,0.1,0.05,0.688228286855241,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-001,FAC-IND-006,55.87707292097481,3,144.02224400627017,160.52777218282765,19.17412161615535,405.4808161122694,1325.2360619657888,0.6019261367575914,45,136.68756739959605,0.1,0.05,0.932635906851141,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-002,FAC-IND-002,112.51243738556963,6,9.431254914520983,88.27706180148854,60.87824801907145,350.9692724284121,1667.087804269532,0.4052241662422386,39,130.5152092594539,0.1,0.05,0.9225915165532541,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-003,FAC-IND-019,41.00757748134143,4,115.65040143797548,60.065616185265704,41.76622361927062,341.8444103939551,1503.316648659884,0.5415497293038213,66,102.27239837290611,0.1,0.05,0.6651161414263678,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-004,FAC-IND-023,317.7302703484229,2,17.625196240615768,30.363539637318528,64.20379958006559,415.7935676815458,1771.5166159674063,0.5395269175035612,38,18.735250551732186,0.1,0.05,0.7239001832869646,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-005,FAC-IND-007,94.74184462754609,9,193.5552860109403,96.36026585121755,78.81437052905919,401.2659956828045,1278.2547060384586,0.35658983415976736,43,183.70668783937214,0.1,0.05,0.7145545685634953,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-006,FAC-IND-005,190.04338043248356,2,158.0884560366803,19.190924784660066,59.33823917624591,413.65222524391646,287.9430733798448,0.44266043794457527,85,62.70753885903153,0.1,0.05,0.7489189763957238,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-007,FAC-IND-024,200.8448842046,1,153.31160588423148,123.32387024328307,77.52373349579634,384.8834524391154,921.4338857414592,0.44311918679085116,23,149.04355855857816,0.1,0.05,0.8672146979653392,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-008,FAC-IND-009,266.29936141766774,9,49.52423286701426,170.81617798340577,17.801030042875155,370.860952395906,383.600539221974,0.454795574102652,73,107.1164132764212,0.1,0.05,0.7756171365153179,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-009,FAC-IND-024,311.3509624604302,8,40.42878442885772,62.01513376609583,11.752382396224185,419.45663033949256,1584.3189834231334,0.5320988953164092,56,219.96167566205682,0.1,0.05,0.763683556909568,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-010,FAC-IND-003,8.5460250216122,2,173.91804173143387,68.28845169921958,31.45401791511887,334.5701476317336,1988.1605229077468,0.6476895596493901,66,201.20596649195724,0.1,0.05,0.7922572565817991,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-011,FAC-IND-016,58.80543777022743,7,21.946224619884575,140.9982427404678,30.32264023591804,353.6196267250973,226.75403258450882,0.4074421948769122,40,28.556880906680718,0.1,0.05,0.7688722294885357,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-012,FAC-IND-022,35.23538181150642,8,180.06212239856427,7.7381368986538375,9.641605271141554,346.75316514407035,777.1546862761522,0.5556821268815617,40,46.294988662079,0.1,0.05,0.7820593738337046,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-013,FAC-IND-011,252.93480020730593,9,220.39683582703535,49.735093471630016,9.959860970827885,427.49159085351437,1218.7077014604822,0.4455842043886376,51,99.65564865301701,0.1,0.05,0.8254156034289363,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-014,FAC-IND-003,73.81217230812514,3,226.710182210109,107.13269257260507,35.00231945389484,413.7882833769301,765.1999954069579,0.4965061627390726,58,19.51894603317516,0.1,0.05,0.7413079583671811,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-015,FAC-IND-023,172.79207545511483,7,164.26878434100067,35.89674732572359,28.42638760612263,338.0480964361828,1967.4736135018195,0.4903594861652981,67,204.260599108518,0.1,0.05,0.7285199868821337,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-016,FAC-IND-011,31.32289201984661,6,38.56100099181808,65.44456342772844,40.306918235505776,345.04356840302125,1777.5565393604766,0.5665697055091788,79,118.72261158527857,0.1,0.05,0.8132210973856382,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-017,FAC-IND-022,267.36386199016096,4,67.70590103986514,25.181189171943004,3.3872518040363016,396.9761123754465,124.44765590155842,0.4903209087483389,59,167.2852510319919,0.1,0.05,0.7365806539793941,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-018,FAC-IND-017,190.54228279705305,8,23.687751328459196,102.23391661451981,5.637261502660823,408.3635260195058,495.75324638419426,0.3982427104345344,43,122.50966644184867,0.1,0.05,0.7375054959290025,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-019,FAC-IND-014,42.7502958026331,7,160.0183604416574,140.33358575462245,18.89495594465658,361.93340440278234,286.410287676425,0.6280180576780108,81,148.21281394846352,0.1,0.05,0.7173773888129366,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-020,FAC-IND-017,23.98365985120715,3,151.38256946700469,91.14315478768454,5.015837686903134,353.80718641563334,1444.8582108853468,0.6279192457718398,77,139.4817313232081,0.1,0.05,0.837203631978087,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-021,FAC-IND-021,259.5605083463432,6,198.2621498240104,177.35827554130134,40.54431517256168,388.88875735711235,541.2858892360425,0.5155318507311701,53,77.25114061266652,0.1,0.05,0.6567072732740481,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-022,FAC-IND-021,8.835067583649584,8,103.31009611005132,3.5890791480387314,37.64327116984991,389.85612925305696,2153.759999572154,0.4966550115847063,67,78.91170401819464,0.1,0.05,0.8432796140822373,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-023,FAC-IND-011,321.09128302472914,7,206.81770853767614,36.35413860668281,47.69182624419445,374.88528567349,2032.9895361182953,0.4761305321559339,65,151.92213286927228,0.1,0.05,0.8758004197826562,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-024,FAC-IND-009,194.8206896790125,5,116.73020945206163,47.27169155375993,23.039342659472712,334.9436902224951,490.6496720303111,0.39587996833444306,85,104.27062939903209,0.1,0.05,0.8009702152100716,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-025,FAC-IND-016,293.0499305415211,1,134.87215387452355,5.091140915954615,47.011570285507275,399.4842200950282,205.2225863611897,0.6380807452449204,20,193.15439894878745,0.1,0.05,0.7399660415179893,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-026,FAC-IND-002,349.46703510296214,2,101.61980406066435,91.35463140748224,53.143810499706895,330.51323122943717,2069.8371222652913,0.5179070347978241,59,209.528003251703,0.1,0.05,0.8882517097703366,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-027,FAC-IND-017,248.01185992484812,10,115.60408582294346,175.22226600681563,38.229964863417884,337.6350929861438,555.1924726266695,0.518392720300633,73,172.9503120611722,0.1,0.05,0.8895479258809844,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-028,FAC-IND-024,33.51405888067099,9,100.83701502955022,35.400262100784246,5.317769247278557,404.23001806712426,141.88356878731798,0.6464079856618934,60,172.50305158736882,0.1,0.05,0.7746705646818586,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-029,FAC-IND-006,248.0869059633193,4,107.21909424850085,75.96696305269425,25.58326149477556,391.5563569857492,1378.5407397263791,0.432192367401114,33,59.49670179362192,0.1,0.05,0.8212803801910886,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-030,FAC-IND-013,300.1755432238545,6,15.40372704029788,154.3057060673669,50.239526293286396,354.1106474237973,1327.0010156617218,0.48702341651155584,45,117.0855337502051,0.1,0.05,0.6579229220138382,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-031,FAC-IND-007,168.72567469681258,2,44.85665072243069,99.09888461793078,10.560066138091948,417.4983671433215,1575.1284386479815,0.4460820886773691,44,152.24610226842148,0.1,0.05,0.7615410339498606,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-032,FAC-IND-007,328.8740072558015,9,86.25396859006584,67.37726361259479,54.41539484758372,360.0501231711708,2079.9289301266954,0.5168799485737051,83,132.4323263998729,0.1,0.05,0.9356889122801052,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-033,FAC-IND-015,127.89223341933834,6,26.176055438236485,82.3089406750664,12.193343333915289,380.73715044874393,1265.0774009057168,0.47758706606226686,60,43.71136380688968,0.1,0.05,0.8264391916012641,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-034,FAC-IND-005,183.43163549655478,6,179.1305054895452,120.48081258671708,5.021511003954194,389.6296987003158,1276.6163987250752,0.47858051630828236,20,179.7035370244527,0.1,0.05,0.7789227395775629,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-035,FAC-IND-005,318.87887351658355,7,172.68439877240195,21.403300514164076,13.254974659335733,419.58432183891347,2004.703551548078,0.5812529213987514,34,184.45891592159407,0.1,0.05,0.9410264267435469,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-036,FAC-IND-008,280.81054651215237,6,156.42323764436102,159.03067264371774,18.377223841865842,383.82981169997686,1241.8735561152935,0.5701589686511086,90,36.17094271214684,0.1,0.05,0.8755815317047189,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-037,FAC-IND-024,318.51145541203715,1,86.76695366826853,174.48765577385862,16.903156741090775,343.74227520925524,1571.8752555741557,0.48066466468169466,35,125.72563870908803,0.1,0.05,0.685482533172717,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-038,FAC-IND-017,85.45950719440451,4,37.69099453249778,36.01052679603654,66.3028413080612,429.4611197769368,1788.735855169729,0.47030508333942433,29,72.01504826039759,0.1,0.05,0.6816630299723475,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-039,FAC-IND-009,16.52517275703854,7,224.35039963666256,77.41078880384325,55.53188921828214,370.397278103996,836.5424707163239,0.533118051076277,47,120.27331813980351,0.1,0.05,0.8355199344738018,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-040,FAC-IND-002,102.9247288756335,4,5.2865366824076006,123.63629117624683,45.380665994210375,376.9241823463234,125.6726152123374,0.5282767777473244,51,99.82249574988649,0.1,0.05,0.6516628389196187,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-041,FAC-IND-012,145.43795069913244,6,244.31224567530626,13.515409471853228,10.30982228517123,398.3136665366967,2138.575782380223,0.3904549970631699,64,124.55361999127915,0.1,0.05,0.8504544703858267,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-042,FAC-IND-013,164.38768264899284,8,232.46689244233337,126.34889673002384,3.550560741564095,360.6147549753944,1942.6121343053578,0.553762173057167,87,200.64994802647345,0.1,0.05,0.9472079033204954,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-043,FAC-IND-021,182.2251737247915,10,16.07048826188954,56.356491551458156,29.89685519552694,350.4516072236134,812.0665026174468,0.3942131776388203,49,69.8698885753466,0.1,0.05,0.7021930469492601,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-044,FAC-IND-022,75.6439678050708,5,7.086325650907577,22.962433524159472,3.57050817428369,411.9684404722366,605.6294790019424,0.3638769561993569,74,172.85612705375453,0.1,0.05,0.7752470554045248,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-045,FAC-IND-002,288.9106412370278,1,213.56772913316087,175.34856607271237,53.72449529720329,339.3953563293559,2070.561077110722,0.5379952112157194,61,100.47138051147166,0.1,0.05,0.7522925286786066,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-046,FAC-IND-011,66.44747770592124,6,124.02647431694011,174.72599800373834,30.1370049398767,420.8990221684487,215.1953650786602,0.5228929596174402,43,65.00868645221533,0.1,0.05,0.7259558546254659,1,IND_FLARE,SYNTHETIC
SYN-INDFLARE-047,FAC-IND-022,238.48136679912994,6,219.39258273983558,52.45543840249317,7.1540997230465155,377.6275395098952,1160.7741536759168,0.5183809498587195,59,27.177052989510635,0.1,0.05,0.7236657816703853,1,IND_FLARE,SYNTHETIC
